period,accountsPayable,accountsReceivableTradeNet,accruedExpenses,accumulatedDepreciationTotal,additionalPaidInCapital,cashEquivalents,cashandShortTermInvestments,commonStockTotal,currentPortofLTDebtCapitalLeases,goodwillNet,intangiblesNet,longTermDebt,longTermInvestments,minorityInterest_x,noteReceivableLongTerm,notesPayableShortTermDebt,otherCurrentAssetsTotal,otherCurrentliabilitiesTotal,otherEquityTotal,otherLiabilitiesTotal,otherLongTermAssetsTotal,otherReceivables,prepaidExpenses,propertyPlantEquipmentTotalGross,propertyPlantEquipmentTotalNet,retainedEarnings,shortTermInvestments,tangibleBookValueperShare,totalAssets,totalCommonSharesOutstanding,totalCurrentAssets,totalCurrentLiabilities,totalDebt,totalEquity,totalInventory,totalLiabilities,totalLiabilitiesShareholdersEquity,totalLongTermDebt,totalReceivablesNet,treasuryStockCommon,unrealizedGainLoss,costofRevenueTotal,dilutedAverageShares,dilutedEPS,grossProfit,interestExpIncNetOperatingTotal,interestIncExpNetNonOperatingTotal,minorityInterest_y,netIncome,netIncomeAfterTaxes,netIncomeBeforeTaxes,operatingIncome,otherNonOperatingIncExpNet,otherOperatingExpensesTotal,provisionforIncomeTaxes,researchDevelopment,revenue,sellingGeneralAdminExpensesTotal,totalOperatingExpense,unusualExpenseIncome,amortization,capitalExpenditures,cashInterestPaid,cashTaxesPaid,cashfromFinancingActivities,cashfromInvestingActivities,cashfromOperatingActivities,changesinWorkingCapital,deferredTaxes,depreciationDepletion,financingCashFlowItems,foreignExchangeEffects,issuanceRetirementofDebtNet,issuanceRetirementofStockNet,netChangeinCash,netIncomeStartingLine,nonCashItems,otherInvestingCashFlowItemsTotal,totalCashDividendsPaid,ticker,market,deferredIncomeTax,preferredStockNonRedeemableNet,depreciationAmortization,equityInAffiliates,otherRevenueTotal,totalAdjustmentstoNetIncome,minorityInterest,payableAccrued,gainLossonSaleofAssets,cash,redeemablePreferredStockTotal,deferredPolicyAcquisitionCosts,insuranceReceivables,otherAssetsTotal,policyLiabilities,amortizationofPolicyAcquisitionCosts,lossesBenefitsandAdjustmentsTotal,netInvestmentIncome,realizedUnrealizedGainsLosses,totalPremiumsEarned,eSOPDebtGuarantee,totalPreferredSharesOutstanding,totalUtilityPlantNet,fuelExpense,operationsMaintenance,allowanceforFundsUsedDuringConst,cashDuefromBanks,customerLiabilityAcceptances,netLoans,otherBearingLiabilitiesTotal,otherEarningAssetsTotal,totalDeposits,totalShortTermBorrowings,interestIncomeBank,loanLossProvision,netInterestIncAfterLoanLossProv,netInterestIncome,nonInterestExpenseBank,nonInterestIncomeBank,totalInterestExpense,cashPayments,cashReceipts,uSGAAPAdjustment
2019-12-31,31.566,100.994,53.218,-52.73,733.054,117.97,427.539,0.451,,32.594,19.305,,285.017,,,0.0,,41.475,-16.995,22.667,49.604,0.0,16.85,226.245,173.515,570.683,309.569,22.05501,1196.611,45.11284,636.576,126.259,0.0,1046.863,91.193,149.748,1196.611,0.0,100.994,-240.33,,39.996,45.695,1.51476,181.588,,26.586,,69.217,69.217,97.016,70.259,0.171,,27.799,25.655,221.584,85.674,111.32899999999998,,,-8.853000000000002,0.0,1.13,-24.945000000000007,-97.405,89.44,4.559999999999999,20.355999999999998,5.375,-0.40099999999999625,0.601,,-24.544000000000004,-32.309,69.21700000000001,-10.068000000000001,-88.552,,ABMD,US,0.822,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,31.736,94.319,46.345,-47.023,722.02,150.279,445.32,0.452,,31.727,18.4,,187.861,,,0.0,,34.148,-17.556,19.862,68.775,0.0,17.498,217.176,170.153,501.467,295.041,20.80795,1124.348,45.23895,647.432,112.229,0.0,991.457,90.295,132.891,1124.348,0.0,94.319,-214.926,,34.867,45.912,0.2847,170.107,,-42.668,,13.071,13.071,17.358,60.182,-0.156,,4.287,23.969,204.974,85.956,109.92500000000001,,,-12.357,,3.765,-31.728999999999992,7.925999999999995,74.259,-3.4189999999999987,-0.5809999999999995,4.686999999999999,-0.6700000000000017,-1.225,,-31.059,49.230999999999995,13.070999999999998,60.501000000000005,20.282999999999998,,ABMD,US,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,29.688,86.206,41.265,-43.168,704.884,101.048,486.672,0.454,,33.035,19.011,,162.465,,,0.0,,29.248,-11.755,21.433,68.296,0.0,16.761,208.056,164.888,488.396,385.624,20.94903,1125.06,45.37428,677.365,100.201,0.0,1002.593,87.726,122.467,1125.06,0.0,86.206,-179.386,,37.073,46.092,1.92925,170.593,,42.749,,88.923,88.923,103.138,60.725,-0.336,,14.215,23.79,207.666,86.078,109.868,,,-12.25,,2.584,-39.276,-45.937,64.628,-14.194,10.776,4.365,-40.536,0.612,,1.26,-19.973,88.923,-25.242,-33.687,,ABMD,US,0.833,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-31,1405.977,8345.601,6385.734,-2238.805,7190.179,6442.261,6445.937,0.072,8.697,7334.594,1032.006,60.342,270.984,469.039,52.701,0.0,1354.698,4027.873,-656.786,6476.905,5552.828,0.0,,3683.988,4667.97,12565.857,3.676,12.01474,35057.319,636.5521,16146.236,11828.281,69.039,16014.606,,19042.713,35057.319,60.342,8345.601,-3085.444,0.728,7462.617,645.60791,1.90475,3528.688,,-9.422,-24.437,1228.202,1252.639,1680.773,1712.733,-22.538,,428.134,,10991.305,1815.955,1815.955,,,-149.981,,197.5999999999999,-798.0500000000002,-884.9949999999999,2741.466,685.702,41.256,444.65999999999997,-11.113,-52.616,0.159,-277.52300000000014,1005.8050000000001,1252.6390000000001,317.20900000000006,-735.0139999999999,-509.5730000000001,ACN,US,208.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-29,1526.135,8517.949,5657.379,-2191.823,6884.963,5436.456,5440.099,0.072,6.697,6698.69,908.121,13.183,284.261,446.217,56.503,0.0,1447.245,3987.364,-707.425,6224.399,5543.471,0.0,,3617.255,4607.091,11867.507,3.643,12.33545,33503.43,637.8187,15405.293,11177.575,19.88,15474.589,,18028.841,33503.43,13.183,8517.949,-2571.256,0.728,7782.334,637.48563,1.93929,3359.171,,11.358,-17.342,1234.74,1252.082,1509.556,1488.945,9.253,,257.474,,11141.505,1870.226,1870.2259999999997,,,-165.37,,503.46100000000007,-1289.2759999999998,-597.289,1530.641,-537.9010000000001,50.398,442.11599999999993,-8.819999999999999,-18.157,0.20399999999999996,-770.056,-374.0810000000001,1252.082,323.94599999999997,-431.91900000000004,-510.6039999999999,ACN,US,167.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-30,1581.112,8577.386,6155.82,-2096.462,6162.252,5810.537,5813.84,0.072,3.698,6300.004,829.307,15.935,278.765,434.07,58.071,0.0,1214.878,3458.778,-254.798,6209.502,5557.52,0.0,,3482.902,4540.941,11236.275,3.303,12.64626,33170.712,635.58945,15606.104,11199.408,19.633,15167.138,,18003.574,33170.712,15.935,8577.386,-1977.391,0.728,7711.199,649.38944,2.09229,3647.759,,-34.674,-18.2,1356.968,1375.168,1800.647,1767.263,68.058,,425.479,,11358.958,1880.496,1880.496,,,-95.063,,292.787,-948.224,-165.893,786.911,-1178.308,36.591,399.458,-11.118,10.89,-0.57,-428.811,-316.316,1375.168,154.002,-70.83,-507.725,ACN,US,144.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-31,1646.641,8095.071,5790.971,-1956.029,5804.448,6126.853,6130.166,0.072,6.411,6205.55,840.779,16.247,240.313,418.683,71.002,0.0,1225.364,3617.873,-429.402,3750.814,5590.469,0.0,,3347.195,1391.166,10421.538,3.313,11.56956,29789.88,636.38381,15450.601,11061.896,22.658,14409.008,,15380.872,29789.88,16.247,8095.071,-1388.376,0.728,7621.034,650.3847,1.74037,3434.616,,-3.963,-15.121,1130.427,1145.548,1560.752,1571.493,-6.778,,415.204,,11055.65,1863.123,1863.1229999999996,0.0,,-241.26,,534.7559999999999,-351.01800000000003,-375.86799999999994,2116.2530000000006,545.263,-49.23,240.168,-34.694,-31.672,-3.789,-312.5350000000001,1357.695,1145.5479999999998,234.50400000000002,-134.60800000000006,0.0,ACN,US,133.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31,1562.995,8134.147,5198.219,-2074.736,6059.471,4769.158,4772.496,0.072,4.137,6078.816,843.843,19.855,235.286,405.634,19.739,0.0,1235.017,3786.636,-271.254,3292.364,5495.468,0.0,,3416.284,1341.548,11709.317,3.338,10.68408,28156.36,637.8334,14141.66,10551.987,23.992,13737.324,,14419.036,28156.36,19.855,8134.147,-3761.01,0.728,7571.39,649.29772,1.92699,3528.298,,5.735,-19.133,1249.516,1268.649,1704.307,1717.943,-19.371,,435.658,,11099.688,1810.355,1810.3550000000005,,,-140.26100000000002,,407.13800000000003,-1122.062,-655.1650000000001,2123.542,373.716,2.4939999999999998,221.30899999999997,-11.409,-42.04600000000001,-0.11099999999999999,-180.27700000000004,304.269,1268.6490000000003,257.374,-514.904,-930.2649999999999,ACN,US,149.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,158,590.0,1337.0,,11213.0,5874.0,5980.0,0.0,,9763.0,588.0,2675,,,,0.0,549,1065.0,-629.0,890.0,1898.0,0.0,,,236.0,7999.0,106.0,3.46598,19604.0,770.34467,7119.0,2560.0,2675.0,13021.0,,6583.0,19604.0,2675.0,590.0,-5563.0,1,505.0,774.0,0.6773,1283.0,,-7.0,,505.0,505.0,604.0,612.0,-1,,99.0,238.0,1788.0,410.0,671.0,23.0,77,-19.0,,,7.0,-28.0,148.0,-566.0,11,62.0,-19.0,-15,,26.0,112.0,505.0,59.0,-9.0,,ATVI,US,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,292,848.0,1244.0,,11174.0,5757.0,5859.0,0.0,,9764.0,585.0,2675,,,,0.0,553,1379.0,-616.0,945.0,1719.0,0.0,,,485.0,7813.0,102.0,3.19475,19845.0,768.76017,7292.0,2915.0,2675.0,12805.0,32.0,7040.0,19845.0,2675.0,848.0,-5563.0,-3,657.0,774.0,0.69251,1329.0,,-9.0,,525.0,525.0,447.0,454.0,2,,-78.0,296.0,1986.0,551.0,875.0,28.0,62,-37.0,,,14.0,-101.0,918.0,637.0,-452,82.0,-4.0,21,0.0,18.0,852.0,525.0,64.0,-64.0,0.0,ATVI,US,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,274,386.0,778.0,,11116.0,4907.0,5089.0,0.0,,9764.0,692.0,2674,,,,0.0,435,699.0,-607.0,1122.0,850.0,0.0,,,487.0,7289.0,182.0,2.31603,17805.0,768.1264,6012.0,1751.0,2674.0,12235.0,102.0,5570.0,17805.0,2674.0,386.0,-5563.0,0,442.0,771.0,0.29009,840.0,,-2.0,,204.0,204.0,249.0,247.0,4,,45.0,210.0,1282.0,359.0,593.0,24.0,10,-34.0,,,23.0,42.0,309.0,-55.0,9,80.0,-7.0,-27,0.0,30.0,347.0,204.0,61.0,76.0,0.0,ATVI,US,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,180,455.0,726.0,,11063.0,4554.0,4670.0,0.0,,9763.0,723.0,2673,,,,0.0,492,733.0,-611.0,1186.0,833.0,0.0,,,513.0,7085.0,116.0,1.94434,17495.0,766.84141,5663.0,1639.0,2673.0,11977.0,46.0,5518.0,17495.0,2673.0,455.0,-5563.0,3,433.0,770.0,0.4513,963.0,,-3.0,,328.0,328.0,370.0,336.0,37,,42.0,244.0,1396.0,361.0,627.0,22.0,49,-27.0,,,-298.0,42.0,154.0,-337.0,5,79.0,-42.0,1,,27.0,-101.0,327.0,31.0,69.0,-283.0,ATVI,US,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-29,289.0,1442.0,1309.0,,6892.0,2258.0,4351.0,0.0,0.0,10695.0,1535.0,4114.0,,,,0.0,38.0,3566.0,-205.0,1337.0,848.0,0.0,818.0,,1876.0,16428.0,1307.0,-2.81042,21603.0,480.0,6649.0,5164.0,4114.0,10881.0,,10722.0,21603.0,4114.0,1442.0,-12244.0,10.0,415.0,485.0,2.27,2713.0,,-16.0,,1100.0,1100.0,1000.0,1016.0,,,-100.0,532.0,3128.0,1125.0,1697.0,,,-96.0,0.0,71.0,-901.0,80.0,1184.0,-193.0,-172.0,188.0,-52.0,-7.0,0.0,-849.0,356.0,1100.0,261.0,176.0,,ADBE,US,107.0,0.0,40.0,,,,,,,786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-28,265.0,1465.0,1243.0,,6665.0,2215.0,4171.0,0.0,0.0,10691.0,1626.0,4113.0,,,,0.0,33.0,3720.0,-197.0,1360.0,598.0,0.0,786.0,,1844.0,15390.0,1483.0,-3.83437,21214.0,483.0,6455.0,5228.0,4113.0,10465.0,,10749.0,21214.0,4113.0,1465.0,-11401.0,8.0,452.0,488.0,1.95697,2639.0,,-18.0,,955.0,955.0,919.0,937.0,,,-36.0,532.0,3091.0,1128.0,1702.0,,,-94.0,38.0,45.0,-1233.0,-48.0,1325.0,29.0,-93.0,188.0,-465.0,-6.0,-6.0,-762.0,38.0,955.0,246.0,46.0,,ADBE,US,48.0,0.0,42.0,,,,,,,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-29,209.499,1598.709,1283.029,,6504.8,2183.28,4176.976,0.061,3149.343,10691.199,1720.565,988.924,,,,0.0,187.829,3549.067,-192.237,911.885,562.696,0.0,531.411,,1293.015,14828.562,1526.755,-3.90101,20762.4,482.339,6494.925,8190.938,4138.267,10530.155,,10232.245,20762.4,988.924,1598.709,-10615.234,4.203,451.983,488.848,1.74863,2539.962,,-8.786,,851.861,854.816,957.147,969.932,-3.999,,102.331,499.806,2991.945,1027.526,1570.03,,,-94.09499999999997,27.475999999999985,120.66500000000002,-765.6599999999999,-168.409,1376.399,14.358,4.454,295.61199999999997,-16.351999999999975,-1.1560000000000006,0.0,-749.3080000000002,441.174,851.8609999999999,210.11400000000003,-74.314,,ADBE,US,140.498,0.0,42.698,,,,,,,466.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-30,186.999,1447.897,1170.482,,6334.612,1771.801,3650.788,0.061,3148.587,10688.068,1815.625,988.429,,,,0.0,205.147,3296.898,-197.954,891.311,557.08,0.0,446.264,,1244.011,13976.701,1441.741,-4.66262,20054.88,484.903,5750.096,7802.966,4137.016,10242.773,,9812.107,20054.88,988.429,1447.897,-9874.652,4.005,415.963,491.042,1.61445,2418.163,,-20.556,,792.763,792.763,834.488,853.812,1.232,,41.725,489.827,2834.126,1031.57,1564.351,,,-89.62400000000002,46.593,123.87499999999999,-624.3710000000001,-165.33,922.6380000000004,-222.43,8.935,150.54900000000004,-35.918000000000006,-6.8,,-591.672,126.13700000000006,792.7630000000001,192.82099999999997,-75.706,,ADBE,US,129.401,0.0,42.954,,,,,,,437.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31,169.101,1314.168,1249.743,,6050.8,1682.887,3478.979,0.061,3145.668,10697.874,1917.149,987.938,,,,0.0,182.841,3122.585,-141.538,925.295,503.221,0.0,366.657,,1205.02,13183.938,1396.069,-5.51816,19665.909,486.273,5342.645,7687.097,4133.606,9931.693,,9734.216,19665.909,987.938,1314.168,-9158.742,-2.826,407.488,492.212,1.2852,2336.792,,-48.054,,632.593,632.593,710.772,749.547,9.279,,78.179,475.958,2744.28,1068.261,1587.245,,,-145.492,27.177999999999997,56.051,-772.1009999999999,10.073000000000008,1109.328,116.372,8.127999999999998,145.60999999999999,-24.13100000000003,-3.2360000000000007,-3.219,-747.682,344.06399999999996,632.5930000000001,206.62499999999997,155.565,,ADBE,US,133.886,0.0,43.026,,,,,,,400.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-18,3304.207,602.223,972.996,-2081.478,749.723,1279.838,1279.838,0.008,,989.112,698.032,1241.094,,,,500.0,138.749,53.846,-51.535,2130.135,49.444,25.182000000000016,,3525.956,3763.989,3798.983,,26.77074,12072.572,69.101,6571.995,4831.049,1741.094,3537.029,4526.003,8535.543,12072.572,1241.094,627.405,-960.15,,1523.896,69.392,0.81034,1173.986,,-12.243,,43.588,43.588,60.193,78.425,-5.989,,16.605,,2697.882,1078.101,1095.561,17.46,,-83.203,,,936.858,-83.132,10.908,-126.629,0.146,78.579,-4.763,-3.461,998.24,-35.026,861.173,43.588,15.224,0.071,-21.593,AAP,US,333.265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28,3421.987,657.163,1013.845,-2037.849,735.183,418.665,418.665,0.008,,992.24,709.756,747.32,,,,0.0,155.241,41.87,-34.569,2140.409,52.448,32.30600000000004,,3471.062,3798.538,3772.848,,26.67964,11248.525,69.232,5695.543,4477.702,747.32,3549.081,4432.168,7699.444,11248.525,747.32,689.469,-924.389,,1183.772,69.731,1.57473,928.842,,-7.836,,95.907,95.907,120.039,126.139,1.736,,24.132,,2112.614,785.305,802.703,17.398,,-302.42400000000004,,,-11.288999999999987,-302.42900000000003,158.36299999999994,-23.856,15.495000000000001,58.80600000000001,-0.22299999999999998,0.294,0.012000000000000455,-11.077999999999975,-155.06100000000004,95.90700000000004,12.011000000000003,-0.005000000000000782,0.0,AAP,US,334.013,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-05,3402.538,710.749,1022.574,-2008.278,725.031,573.726,573.726,0.008,,991.375,514.512,747.136,,,,0.0,140.487,38.801,-38.862,2122.502,49.446,10.592999999999961,,3397.367,3724.821,3681.1,,28.13504,11106.802,69.275,5826.648,4463.913,747.136,3454.942,4391.093,7651.86,11106.802,747.136,721.342,-912.335,,1297.189,70.664,2.03729,1014.917,,-8.443,,123.669,123.669,160.74,172.328,-3.145,,37.071,,2312.106,816.212,842.5889999999997,26.377,,-57.79899999999999,,,-332.298,-57.650999999999996,216.38500000000005,20.591000000000008,4.722999999999999,56.30799999999999,-0.02200000000000002,-0.429,10.913999999999987,-339.033,-173.993,123.66899999999998,11.093999999999994,0.1479999999999997,-4.156999999999998,AAP,US,318.309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-13,3317.972,703.001,1036.2,-1985.197,715.747,747.719,747.719,0.008,,992.432,521.969,746.951,,,,0.0,126.758,18.233,-33.481,2163.385,49.667,10.06000000000006,,3366.585,3741.407,3561.62,,30.08356,11267.946,71.697,5962.471,4372.405,746.951,3671.302,4374.933,7596.644,11267.946,746.951,713.061,-572.592,,1322.808,72.008,1.93487,1009.438,,-8.675,,124.82,124.82,166.21,170.772,4.113,,41.39,,2332.246,819.35,838.6660000000002,19.316,,-50.113,,,-35.39000000000004,-42.099999999999994,287.619,95.26299999999999,3.18,53.372,-0.02099999999999999,0.26,-19.687000000000012,-11.37700000000001,210.389,124.82,10.984000000000002,8.013,-4.305,AAP,US,313.903,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-20,3276.955,672.155,979.979,-1951.225,706.36,537.33,537.33,0.008,,991.24,527.702,746.767,,,,0.0,126.108,41.943,-40.038,2178.24,46.241,12.26400000000001,,3314.353,3734.49,3441.138,,28.27385,11081.511,71.737,5781.838,4298.877,746.767,3547.223,4433.981,7534.288,11081.511,746.767,684.419,-560.245,,1647.124,72.103,2.12346,1304.912,,-14.944,,142.5,142.5,190.758,207.94,-2.238,,48.258,,2952.036,1082.772,1096.972,14.2,,-61.312,,,-503.176,-60.759,204.542,-30.05,-0.25,69.885,-0.215,0.196,-360.625,-133.613,-359.197,142.5,22.457,0.553,-8.723,AAP,US,310.404,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-27,994,1789.0,569.0,-837,10127.0,1775.0,1775.0,12.0,,289.0,174.0,490,59,,,200.0,,671.0,-4.0,354.0,152.0,0.0,221,1637,800.0,-6776.0,0.0,2.42078,6583.0,1174.0,5109.0,2434.0,690.0,3305.0,1324,3278.0,6583.0,490.0,1789.0,-54.0,,1084.0,1227.0,0.12795,848.0,,-14.0,,157.0,156.0,160.0,173.0,1,,4.0,460.0,1932.0,215.0,675.0,0,,-91.0,,,238.0,-36.0,243.0,-73.0,,72.0,-1.0,,200,39.0,445.0,157.0,87.0,55.0,,AMD,US,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-28,653,1691.0,592.0,-794,10026.0,1330.0,1385.0,12.0,,289.0,194.0,488,58,,,0.0,,740.0,-14.0,354.0,172.0,0.0,258,1555,761.0,-6933.0,55.0,2.18104,5864.0,1171.0,4390.0,1985.0,488.0,3037.0,1056,2827.0,5864.0,488.0,1691.0,-54.0,,968.0,1224.0,0.13235,818.0,,-13.0,,162.0,162.0,168.0,177.0,4,,6.0,442.0,1786.0,199.0,641.0,0,,-55.0,,,2.0,-73.0,-65.0,-389.0,,68.0,-1.0,,0,3.0,-136.0,162.0,94.0,-18.0,,AMD,US,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28,988,1859.0,673.0,-768,9963.0,1466.0,1503.0,12.0,0.0,289.0,210.0,486,58,,,0.0,,698.0,0.0,356.0,169.0,0.0,253,1473,705.0,-7095.0,37.0,1.98974,6028.0,1170.0,4597.0,2359.0,486.0,2827.0,982,3201.0,6028.0,486.0,1859.0,-53.0,,1178.0,1159.0,0.22004,949.0,,-17.0,,170.0,157.0,205.0,220.0,2,,48.0,395.0,2127.0,206.0,729.0,128,,-42.0,,,-107.0,-26.0,442.0,-3.0,-4.0,64.0,-1.0,,-142,36.0,309.0,170.0,215.0,16.0,,AMD,US,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-28,763,1393.0,505.0,-769,9490.0,1156.0,1209.0,11.0,0.0,289.0,220.0,872,59,,,0.0,,596.0,-7.0,341.0,115.0,0.0,270,1427,658.0,-7265.0,53.0,1.49641,5253.0,1114.0,3912.0,1864.0,872.0,2176.0,1040,3077.0,5253.0,872.0,1393.0,-53.0,,1024.0,1117.0,0.14125,777.0,,-25.0,,120.0,119.0,126.0,146.0,5,,7.0,406.0,1801.0,185.0,631.0,40,,-55.0,,,-98.0,57.0,234.0,-73.0,,60.0,-4.0,,-97,3.0,193.0,120.0,127.0,112.0,,AMD,US,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-29,828,1333.0,437.0,-745,9325.0,963.0,1128.0,11.0,0.0,289.0,231.0,1031,58,,,0.0,,539.0,0.0,366.0,100.0,0.0,278,1415,670.0,-7385.0,165.0,1.27164,5102.0,1086.0,3754.0,1804.0,1031.0,1901.0,1015,3201.0,5102.0,1031.0,1333.0,-50.0,,910.0,1109.0,0.03753,621.0,,-26.0,,35.0,35.0,37.0,59.0,4,,2.0,373.0,1531.0,189.0,562.0,0,,-58.0,,,-38.0,-7.0,30.0,-128.0,,52.0,-2.0,,-70,34.0,-15.0,35.0,71.0,51.0,,AMD,US,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,1069,1446.0,1324.0,-8597,7664.0,1544.0,1872.0,8.0,2223,1059.0,459.0,18867,938,3051,1300,0.0,1866,816.0,-2692.0,3148.0,2065.0,0.0,106,30749,22570.0,-583.0,328.0,1.53555,34142.0,664.90748,5751.0,5432.0,21090.0,2539.0,461,31603.0,34142.0,18867.0,1446.0,-1858.0,,1831.0,668.0,0.17775,507.0,0,-139.0,-85,144.0,231.0,320.0,503.0,-44.0,1,89.0,,2338.0,38.0,4.0,-35,,-576.0,163,52,1030.0,-735.0,375.0,-143.0,2,268.0,-50.0,-32,1175,,638.0,229.0,19.0,-159.0,-95,AES,US,1105,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,1311,1479.0,1349.0,-8505,7776.0,1029.0,1429.0,8.0,1868,1059.0,469.0,18238,966,3121,1351,0.0,1756,568.0,-2229.0,2917.0,1750.0,0.0,80,31327,22822.0,-692.0,400.0,2.211,33648.0,663.95266,5231.0,5096.0,20173.0,2996.0,487,30652.0,33648.0,18305.0,1479.0,-1867.0,,1871.0,667.0,-0.00621,560.0,-19,-184.0,42,-78.0,55.0,105.0,381.0,-92.0,-3,50.0,,2431.0,60.0,179.0,141,,-777.0,265,67,47.0,-1010.0,684.0,94.0,-12,271.0,-120.0,10,257,,-269.0,-120.0,451.0,-233.0,-90,AES,US,1213,,,-175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,1237,1503.0,1298.0,-8599,7948.0,1145.0,1479.0,8.0,1882,1059.0,462.0,17871,1209,3132,1370,0.0,1921,574.0,-2335.0,3083.0,1700.0,0.0,72,30752,22153.0,-614.0,334.0,2.43865,33423.0,663.89266,5470.0,4991.0,19761.0,3140.0,495,30283.0,33423.0,17879.0,1503.0,-1867.0,,1924.0,667.0,0.31172,701.0,-16,-256.0,-88,210.0,294.0,424.0,680.0,,-1,130.0,,2625.0,41.0,21.0,-3,,-558.0,203,60,-241.0,-598.0,753.0,23.0,-11,262.0,-135.0,-26,-15,,-112.0,298.0,181.0,-40.0,-91,AES,US,1198,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,1234,1538.0,1223.0,-8440,8038.0,1169.0,1579.0,8.0,1087,1059.0,460.0,18659,1086,3156,1388,0.0,1806,498.0,-2147.0,2931.0,1910.0,0.0,98,30258,21818.0,-824.0,410.0,2.54445,33238.0,663.79759,5517.0,4042.0,19755.0,3208.0,496,30030.0,33238.0,18668.0,1538.0,-1867.0,,1981.0,667.0,0.15109,502.0,3,-169.0,-50,17.0,61.0,118.0,287.0,,-1,57.0,,2483.0,49.0,215.0,164,,-566.0,309,171,-294.0,-450.0,320.0,-185.0,-47,266.0,-132.0,2,-71,,-422.0,67.0,219.0,116.0,-91,AES,US,1233,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,,,142.0,,2358.0,5528.0,,135.0,,,,7618,136705,,,0.0,,7503.0,-1782.0,3290.0,,,,,584.0,35204.0,,41.20979,157087.0,713.908,,,7629.0,29420.0,,127667.0,157087.0,7629.0,,-15027.0,8532,,719.764,1.11842,,,-63.0,,805.0,805.0,1070.0,1133.0,,,265.0,,,,4274.0,,289,,58,534,598.0,-404.0,1187.0,-76.0,,,-33.0,-1,1000,-176,1380.0,804.0,170.0,-404.0,-193,AFL,US,,,,,,,,,,,,10222.0,894.0,3154.0,109103.0,289.0,3985.0,870.0,-170.0,4518.72,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,,,149.0,,2334.0,4148.0,,135.0,,,,6597,132819,,,0.0,,7579.0,-1855.0,3325.0,,,,,586.0,34599.0,,36.75203,151616.0,718.382,,,6609.0,26402.0,,125214.0,151616.0,6609.0,,-14854.0,6043,,727.512,0.77799,,,-55.0,,566.0,566.0,720.0,775.0,,,154.0,,,,4387.0,,333,,39,2,-446.0,-1716.0,1414.0,52.0,,,-6.0,0,195,-440,-748.0,566.0,463.0,-1716.0,-195,AFL,US,,,,,,,,,,,,10164.0,813.0,3086.0,107552.0,333.0,4054.0,904.0,-463.0,4532.16,,,,,,,,,,,,,,,,,,,,,,,
